slug,caption,image_url,image_path
sl-10-58,,https://sxcontent9668.azureedge.us/cms-assets/assets/Star10_58_040226_DSC_8720_desktop_23a2cc7976.jpg,images/sl-10-58_1.jpg
sl-10-58,,https://sxcontent9668.azureedge.us/cms-assets/assets/Star10_58_040226_DSC_7369_desktop_ee41fad0ef.jpg,images/sl-10-58_2.jpg
crew10,,https://sxcontent9668.azureedge.us/cms-assets/assets/Crew_10_astronautrd_DSC_5144_desktop_b7cdabadf3.jpg,images/crew10_0.jpg
crew10,,https://sxcontent9668.azureedge.us/cms-assets/assets/20250308_Crew_10_Rollout_DSC_03258_77fdcef816.jpg,images/crew10_1.jpg
crew10,,https://sxcontent9668.azureedge.us/cms-assets/assets/Crew_10_Dry_Dress_20250309_STL_0088_Desktop_6fd65b061f.jpg,images/crew10_2.jpg
crew10,,https://sxcontent9668.azureedge.us/cms-assets/assets/Crew_10_vertical_030925_DSC_9967_desktop_d439f76675.jpg,images/crew10_3.jpg
crew10,,https://sxcontent9668.azureedge.us/cms-assets/assets/Crew_10_sunrise_031025_DSC_0017_desktop_kq_24694da9f8.jpg,images/crew10_4.jpg
crew10,,https://sxcontent9668.azureedge.us/cms-assets/assets/Crew_10_sunrise_031025_DSC_0038_desktop_kq_941b88b933.jpg,images/crew10_5.jpg
crew10,,https://sxcontent9668.azureedge.us/cms-assets/assets/Crew_10_sunset_031125_DSC_9592_desktop_d4174e436d.jpg,images/crew10_6.jpg
crew10,,https://sxcontent9668.azureedge.us/cms-assets/assets/Crew_10_sunset_031125_DSC_0236_Desktop_6ae744a7f4.jpg,images/crew10_7.jpg
crew10,,https://sxcontent9668.azureedge.us/cms-assets/assets/Crew_10_outsidedune_DSC_1621_desktop_9f0172366d.jpg,images/crew10_8.jpg
crew10,,https://sxcontent9668.azureedge.us/cms-assets/assets/20250314_Crew_10_Launch_VAB_SPX_0416_Desktop_555ffdd6bd.jpg,images/crew10_9.jpg
crs22,,https://sxcontent9668.azureedge.us/cms-assets/assets/Homepage_CRS_22_8035_Desktop_7cd866911b.jpg,images/crs22_0.jpg
crs22,,https://sxcontent9668.azureedge.us/cms-assets/assets/Launches_CRS_22_0657_Desktop_v2_2e23300cf9.jpg,images/crs22_1.jpg
crs22,,https://sxcontent9668.azureedge.us/cms-assets/assets/Launches_7937_Desktop_d68adde1e8.jpg,images/crs22_2.jpg
crs22,,https://sxcontent9668.azureedge.us/cms-assets/assets/Homepage_7946_Edit_Desktop_RECO_e15ce6e3fe.jpg,images/crs22_3.jpg
sl-6-104,,https://sxcontent9668.azureedge.us/cms-assets/assets/Star6_104_022126_DSC_8081_web_0f60623b2c.jpg,images/sl-6-104_0.jpg
sl-10-14,,https://sxcontent9668.azureedge.us/cms-assets/assets/Star10_14_083125_DSC_6158_desktop_50f3538e5a.jpg,images/sl-10-14_0.jpg
crs26,,https://sxcontent9668.azureedge.us/cms-assets/assets/Launches_CRS_26_PPF_DSC_7686_a0b7ab8b35.jpg,images/crs26_0.jpg
crs26,,https://sxcontent9668.azureedge.us/cms-assets/assets/Launches_CRS_26_Splashdown_20230111_Microsoft_Teams_image_31_Desktop_434c856a6f.jpg,images/crs26_1.jpg
crs26,,https://sxcontent9668.azureedge.us/cms-assets/assets/Missions_CRS_26_Splashdown_20230111_Desktop_9a6fc1f1bc.jpg,images/crs26_2.jpg
crs26,,https://sxcontent9668.azureedge.us/cms-assets/assets/DESKTOP_CRS_26_Undocking_001_b42067e5a0.jpg,images/crs26_3.jpg
sl-8-5,,https://sxcontent9668.azureedge.us/cms-assets/assets/Star_8_5_060424_DSC_1646_desktop_8fa6aee304.jpg,images/sl-8-5_0.jpg
